"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000007908.16",642.323064143881,-0.486118639217183,0.113512254750174,1.14802679198335e-06,4.75539793524036e-05
"ENSG00000008018.9",8933.53856532557,0.0966697402592973,0.0389658746393635,0.00864812896034714,0.0466279557332981
"ENSG00000008311.15",720.435259051967,-0.349963223838431,0.0689985107241105,4.32352038039045e-08,3.0404454218092e-06
"ENSG00000008438.5",2.45040774911904,0.480560036621021,0.132369127470922,0.00157143595918106,0.0136305920233629
"ENSG00000008513.16",7693.58068920189,0.270054299594675,0.0661320056672209,1.97821408655687e-05,0.000477381790289108
"ENSG00000008735.14",1984.76303821824,0.217176392306844,0.103853106149376,0.00844527554774422,0.0458955936123098
"ENSG00000009709.12",83.3313902772668,0.514640622448182,0.322769990029437,7.49620187867122e-07,3.33902789761104e-05
"ENSG00000009765.15",194.672498544521,0.510934594425609,0.182496011931079,0.00434535407256018,0.0285978614900367
"ENSG00000009950.16",286.752308543614,-0.72854097579289,0.129224568988666,1.01043244362115e-12,2.48045667478875e-10
"ENSG00000010017.13",3247.00008066123,0.134139079732222,0.0399435451229758,0.000384398637506396,0.00474585840209223
"ENSG00000010165.20",3445.19288170988,0.129672099955674,0.03385217471652,6.8506546047253e-05,0.00127025993212919
"ENSG00000010256.11",8772.15015843288,0.10155599829077,0.0386422670734364,0.00553839789609532,0.0339481393097975
"ENSG00000010278.15",24502.7645055862,0.138314609517735,0.0464821301137063,0.00134925365755099,0.0121761470124595
"ENSG00000010282.15",5.78251726384095,-1.52473553567124,0.169512838406535,6.97927923504314e-17,4.81498067777614e-14
"ENSG00000010319.7",2063.48563142313,-0.543381625057795,0.0980605450715402,1.47861636184045e-09,1.63440207465977e-07
"ENSG00000010438.17",17.087074448479,-0.135934482256057,0.141235802721752,0.00776236637200965,0.0432715697979373
"ENSG00000011028.14",8608.82159561754,0.200884437295498,0.0691524016893948,0.00241091664889401,0.0187393975891307
"ENSG00000011083.9",10.2341181139109,0.233555828328501,0.114987908501566,0.00635329031181074,0.0373666428007145
"ENSG00000011198.10",2449.53150231213,-0.0928807739920463,0.0367418531268534,0.00795132168293834,0.0440121988962643
"ENSG00000011260.14",2893.95655585253,0.155514244102595,0.0505802806518521,0.00145719426060476,0.0128740099703455
"ENSG00000011422.12",2335.16787994232,0.222834367874176,0.0699156764041009,0.000459587482881563,0.00540449428205431
"ENSG00000011478.13",886.815501827633,0.180326665407691,0.0479610821429614,5.43155014783418e-05,0.00106538258635018
"ENSG00000011523.14",2088.90329198612,-0.247086284775496,0.0381282344156572,1.82123830868697e-11,3.4537928760095e-09
"ENSG00000012223.13",57457.1886435683,-0.383296961533255,0.18596968724683,0.00262451653548301,0.0199058138116625
"ENSG00000012817.16",1.44825167313421,-0.772834993043523,0.263744283406955,0.00082052610102667,0.00835440932919316
"ENSG00000012822.16",4600.14669959338,-0.102158085152666,0.0415029086339744,0.00811209172223582,0.0446488635727021
"ENSG00000013293.6",4.67757375878452,-0.22313729667233,0.156590474062014,8.07113585127561e-09,7.19283808358446e-07
"ENSG00000013297.12",482.248476578378,-0.564491268009914,0.103039662259503,2.46575210958331e-09,2.54290218847594e-07
"ENSG00000013375.16",2561.42550008434,0.118413021472188,0.0407677983592157,0.00347524244237633,0.024298156751572
"ENSG00000013392.8",574.473393196477,0.143265219151075,0.0419078428989902,0.000282621869134813,0.00377464334831789
"ENSG00000014138.9",338.377961067697,0.135621832047675,0.0570656503311553,0.00780844758674192,0.0434376785396762
"ENSG00000015413.9",92.2581042894527,0.234263697091635,0.102450504877844,0.00393063954098713,0.0265407712779377
"ENSG00000016602.9",31.3268636923327,-1.04120934529808,0.17700450781915,2.33356302440656e-10,3.37094551836116e-08
"ENSG00000017427.17",183.203119829914,-0.542973631883429,0.107489160195819,3.2272813477397e-08,2.36513618770066e-06
"ENSG00000017483.15",549.043142381607,0.273467538674105,0.0919275682777672,0.000403828273422208,0.00492645869899885
"ENSG00000018236.15",870.022883963762,-0.318959079393587,0.108757533663133,0.000360064419212058,0.00453465262599247
"ENSG00000018280.17",446.531649708704,0.273247194214021,0.0774431602992034,6.17286220586512e-05,0.00117284381911437
"ENSG00000018625.15",489.776431479919,-0.566780760187988,0.162937192954967,1.61567537198655e-11,3.12317074080531e-09
"ENSG00000019102.12",304.573734572677,-0.378285477472406,0.145028219904915,0.000734111180767668,0.00770181562329247
"ENSG00000019144.19",4245.996187622,-0.132202172771905,0.0527908602233729,0.00304679249488287,0.0221783436220199
"ENSG00000019186.10",88.8850200862902,-1.1630543329818,0.175287398000226,1.51458658761445e-05,0.000385771277637204
"ENSG00000019485.13",639.142873555947,-0.161496845752487,0.0472516073189346,0.000236288254732581,0.00328635322379892
"ENSG00000020181.18",2008.62056918861,-0.146046782027471,0.0661093395391614,0.00687689496597235,0.0396444424677161
"ENSG00000020577.14",1056.90535639831,-0.165375267975532,0.0675093976105395,0.00475362331924915,0.0304679614762831
"ENSG00000021826.17",333.677935466124,-0.713469119630413,0.0994648407502983,3.00676288459626e-08,2.23629386736496e-06
"ENSG00000022267.19",4955.16478184856,-1.00586656761242,0.123185358470521,4.32453315288883e-21,6.92167478318774e-18
"ENSG00000022567.10",1310.74075218786,0.154935239231235,0.053693579189299,0.00151484630151187,0.0132405111202918
"ENSG00000023191.17",8440.65498272839,0.106214114068262,0.0392099726383715,0.00416050120738272,0.0277186638881472
"ENSG00000023445.16",2170.13534511111,-0.204366432707613,0.0878932545443819,0.00423779706821433,0.0280607664880901
"ENSG00000023734.11",8478.95253595305,0.124275117911511,0.0374983009090215,0.00323213079566465,0.0230823633156747
"ENSG00000024422.12",6842.5477893786,-0.276745694199338,0.0689782234665011,7.4037545646144e-06,0.000216876892495227
"ENSG00000025423.11",305.490253630641,0.187990285207877,0.0711659887347316,0.00261029026275318,0.0198382059969242
"ENSG00000025708.14",5075.65536488665,0.165943850521671,0.0718309228369097,0.00722499439134564,0.0410771420254766
"ENSG00000027075.15",1777.5470885901,-0.10860085682172,0.0442711261266058,0.00835281717823401,0.0456099381236157
"ENSG00000027847.14",1629.53546503434,0.178675288542369,0.0403929066041624,3.27215406400175e-06,0.000112678117656597
"ENSG00000029559.7",165.849652055224,2.13002522390594,0.133191636377619,0.00727912491672349,0.0413144545273438
"ENSG00000029993.15",4924.22251790661,0.284708502704888,0.0775245060104046,4.14827812059118e-05,0.000856497423722061
"ENSG00000030582.18",22508.2958103781,0.136233673396239,0.0423517365444682,0.00191871455654724,0.0158659731898494
"ENSG00000031081.11",2329.84503130272,-0.144206753962229,0.0538046280842471,0.00301150944945787,0.0220003085046156
"ENSG00000032219.19",1597.42124603181,-0.101793321999135,0.03813877820747,0.00265028340210874,0.0200252998495749
"ENSG00000032444.17",2970.11468267233,0.128044770318335,0.0415537622197009,0.00105788055243525,0.010171562274188
"ENSG00000033011.13",1385.49700373108,0.0940922696507823,0.0366533908158873,0.00705088763538648,0.0404030098585643
"ENSG00000033100.16",3915.53664501601,0.104956098275279,0.0362373990347009,0.00292835713466527,0.0215838763000258
"ENSG00000034053.14",447.374286021694,0.251262136595791,0.100385561716981,0.00214440419302033,0.0171681051179503
"ENSG00000034971.17",35.874962744008,0.210833722363426,0.261303728123247,0.000331552983015453,0.00427960034270334
"ENSG00000036448.10",102.156997384072,0.229967779489792,0.0959076821219872,0.00347727570650322,0.0243038794969467
"ENSG00000036473.8",1.91379575663911,-0.0762144000672921,0.130065620627729,0.00870029911349445,0.0468488452062127
"ENSG00000036530.9",67.1695039446624,-0.164260909618136,0.0717686806242275,0.00747537854765616,0.0421500112864912
"ENSG00000036565.15",6.30273845609552,0.846438232843508,0.139943669556778,0.00492543893936393,0.031233995835136
"ENSG00000037280.16",877.846273470406,-0.158402667459302,0.0550344190567351,0.00148458920565439,0.0130357567548961
"ENSG00000037897.17",996.33441600366,0.165941765731881,0.0452641414251251,0.000194034257286842,0.00285549347961592
"ENSG00000038945.15",2785.20370802587,0.260977953152159,0.0689942376950042,3.4113144706458e-05,0.000736247773616078
"ENSG00000041515.16",82.8156058817256,-0.041346147375432,0.0862750909702064,4.03226296498275e-05,0.000837730894500621
"ENSG00000042286.15",1478.07937402174,-0.269000345375212,0.0646648423000638,2.24348986247872e-06,8.2891046497898e-05
"ENSG00000042445.14",6990.88208775958,-0.23556901955119,0.0569629478124596,1.51026614656993e-06,5.93898786572534e-05
"ENSG00000042753.12",5038.84735647877,0.178958155846461,0.0474300742425125,5.28238010052482e-05,0.00104328310632972
"ENSG00000042781.14",20.4340212342181,0.274112321934316,0.0831214932376197,0.000137390833735648,0.00217897614787881
"ENSG00000043591.6",101.702329457685,-1.30705977308925,0.151618135163106,1.3541444287735e-22,2.70923675864715e-19
"ENSG00000044524.11",402.056966718585,0.132079730074107,0.100840300442451,1.30441072227695e-05,0.000340252220607497
"ENSG00000046653.15",1107.40269317895,-0.384318139458544,0.0915018606351175,2.01196124773857e-06,7.58066076902176e-05
"ENSG00000046889.19",684.04418283137,-0.432052753921224,0.0900585661973973,1.40660708172281e-07,8.19436544018242e-06
"ENSG00000047249.18",4452.35619558293,0.148352669155912,0.0431110801846386,0.000621484507082806,0.00678714002904242
"ENSG00000047457.14",4797.13778617177,0.378737171751539,0.183723900528409,0.00261718182839574,0.0198792546851608
"ENSG00000047579.20",1283.11537088675,0.113994370919021,0.0347846496633153,0.000620600923649408,0.0067811920696088
"ENSG00000047634.15",551.521465359438,-0.176794641903357,0.0769367121742941,0.00620580296354318,0.0368098131905154
"ENSG00000047936.11",25.541112091047,2.9315263709508,0.171447728418544,1.95105211125471e-13,5.86987963757487e-11
"ENSG00000048140.18",2883.12755719752,0.16058701176887,0.0394487192496052,2.05124944401023e-05,0.000492078508708785
"ENSG00000048649.13",5252.9241852906,0.184484518782092,0.0570672233658965,0.00126992147107178,0.0116407124977337
"ENSG00000048740.18",2186.12589529133,-0.334486615904202,0.0776044669905652,1.02204989373567e-06,4.30487415241464e-05
"ENSG00000049089.15",1685.27382301834,0.343227495449568,0.102219565042306,8.96493125656826e-05,0.00155763247633661
"ENSG00000049192.15",214.346060963353,0.153468345183488,0.0690877413022459,0.00951421741450958,0.0499019393923432
"ENSG00000049656.14",8090.71422580032,0.118392900600937,0.0370183662342672,0.00176453790244378,0.0148864051504081
"ENSG00000049860.14",6877.4701606668,0.131472824357628,0.0316954740913108,1.83883038243871e-05,0.0004511278903918
"ENSG00000050030.16",273.953767356786,0.208648542078883,0.101317519271409,0.00765532858138825,0.0428820007452314
"ENSG00000050426.16",2777.53272948886,-0.0760932465791167,0.0345031263337835,0.00615957014574321,0.0366222861292885
"ENSG00000050628.20",2500.17061886311,-0.479995630906741,0.110346151971448,5.31876149753803e-07,2.51046582332805e-05
"ENSG00000050820.17",3510.08584575936,0.141634536640938,0.0450255608821414,0.00070817864824315,0.00749459413668379
"ENSG00000051128.19",819.843850961608,0.177224492066963,0.063367502222992,0.00180526123828672,0.0151184016719976
"ENSG00000052749.14",3068.00871901087,0.11127263319489,0.0386879308657229,0.00280259630970471,0.0208638304626092
"ENSG00000052850.8",199.105387072624,-1.16552339846321,0.133971691821884,1.78699207301797e-19,2.1668091154467e-16
"ENSG00000053254.16",2964.17729962663,-0.271176899557245,0.0577275558948023,8.29324710294556e-08,5.32909850660177e-06
"ENSG00000053438.11",152.851012857589,-0.917370369712978,0.125095297747211,2.86739967546835e-10,4.05428023371699e-08
"ENSG00000053702.15",274.826657460676,-0.154454661882066,0.0526163430805255,0.00127993899050164,0.011705561427453
"ENSG00000053747.17",3503.31318534165,-0.276355389344094,0.107762218704131,0.00118923378850981,0.0110923078819187
"ENSG00000054148.18",2863.04153038082,0.200657121276905,0.0561339290464347,0.000322945988958901,0.00418877173491133
"ENSG00000054179.12",993.989438528137,-0.266583795478379,0.0850015376862544,0.000200872674032443,0.00293347415282269
"ENSG00000054356.14",82.3689972351243,0.153886397419774,0.121087355803098,0.00571416093874421,0.0347065020951595
"ENSG00000054654.19",8815.99251004997,-0.123389923967181,0.0478797562561736,0.00123526938147606,0.0113930025561615
"ENSG00000054938.16",88.1506931533885,0.797344931732922,0.126216005147363,0.00737758046212755,0.0417017240587049
"ENSG00000054967.13",313.024821400239,0.13601988322046,0.0562466687766282,0.00703653449644651,0.0403438732398353
"ENSG00000055957.11",7.63580546876638,0.234399913541505,0.127118660356492,0.00894948607794133,0.047799280062179
"ENSG00000056487.16",85.9930876918104,0.197777071339632,0.174874967966091,0.00726350258788543,0.0412433365335104
"ENSG00000056998.20",1816.75457475443,-0.877542040641615,0.117302440574808,1.50155535954649e-16,8.96764718759603e-14
"ENSG00000057252.13",2835.55130963266,0.139520729931398,0.0516170526559445,0.00719012582863365,0.040931241272862
"ENSG00000057663.16",2655.17464146522,0.140926066942326,0.0478241659693271,0.00137887850985885,0.0123836167217526
"ENSG00000058262.10",24103.5596479729,0.158497044053035,0.0334267924944501,8.56917137046684e-07,3.73922380826456e-05
"ENSG00000058272.19",4132.54971749422,-0.109420560914496,0.0349255960123704,0.00100947336880592,0.00982560627083437
"ENSG00000058668.15",10193.1812141055,-0.174262493276012,0.053680937216198,0.000343856600948709,0.00439727645585223
"ENSG00000058673.17",8.87702942884074,0.188090359877626,0.0782163428759805,0.00417460689432945,0.027784883611061
"ENSG00000058799.15",3231.74319183039,0.10719582485664,0.0374990277470989,0.00340088247947042,0.0239329777582711
"ENSG00000060656.20",2782.80927900034,0.212189193138372,0.0763563415852671,0.00166316128730301,0.0142474279062605
"ENSG00000060718.22",12385.0245383161,0.33080582475379,0.13495903978396,0.00153986872070481,0.0134152638777013
"ENSG00000060982.15",1483.37296130122,0.389673114249448,0.082854648920601,2.36184563203382e-07,1.26177424726571e-05
"ENSG00000061455.11",265.035523800445,0.303781801363701,0.0847986284431845,4.18024602920576e-05,0.000860433974344852
"ENSG00000061656.10",335.813763987715,0.358150701530846,0.0819004526148246,1.23328808233966e-06,5.04588847921667e-05
"ENSG00000061794.13",4674.08964141011,0.108397111396734,0.0367663317238112,0.0019669621798318,0.0161315893961446
"ENSG00000061938.20",4370.6582803887,0.142790733213088,0.0453975285934537,0.00217466388533031,0.0173271606347286
"ENSG00000062282.15",2627.21376726897,-0.768418764349997,0.117488631485233,3.84518299204912e-12,8.01360167936737e-10
"ENSG00000062524.16",40.5833408910262,0.510268520175399,0.112329116305551,9.61835328695631e-06,0.000267084516602547
"ENSG00000062582.14",11.413964696626,0.204475279084388,0.0716802776083405,0.000993348963434475,0.00970739293547774
"ENSG00000062822.15",1250.5978053922,0.138960536605582,0.0502224271888495,0.00308426081468566,0.0223696958924836
"ENSG00000063015.20",27.0309271324468,1.17781253320614,0.163811040701351,1.59949510700397e-12,3.67828719607223e-10
"ENSG00000063176.16",700.488218740128,0.14389046685508,0.0397692695926653,0.000300882640622092,0.00395194527530108
"ENSG00000063241.8",2854.04790678515,0.219843574390352,0.0544064538036548,3.09625441998947e-05,0.000681482532241247
"ENSG00000063244.13",9125.75869262218,0.0933801351974884,0.0311756043675126,0.00302912887797379,0.0221020355439904
"ENSG00000063245.15",6863.29861471659,0.152041663203378,0.0430811471932242,0.000174659406947048,0.00263137399483163
"ENSG00000063660.9",5096.25003559745,0.280181293409503,0.0618130052122494,4.11012272295624e-06,0.000135167246308179
"ENSG00000063978.16",4658.84366838173,0.0721235593924743,0.0243180158279416,0.00245347508546019,0.0189780305566604
"ENSG00000064218.5",66.5991179198658,-0.336645843855747,0.102139388956748,0.000110292172518577,0.00182742484105935
"ENSG00000064300.9",959.796154163232,-0.351320682403287,0.116548540058484,0.00017658338930569,0.00265432296757245
"ENSG00000064545.15",1729.48122337151,0.128213105433962,0.0464311622875199,0.00348258480569428,0.0243282382009517
"ENSG00000064601.20",5602.89680531633,0.110040370994982,0.040192078922198,0.00661362452774289,0.0384759482194103
"ENSG00000064692.20",240.702786897919,-0.270995446744394,0.0965478815268676,0.000635692562795591,0.00691399896920435
"ENSG00000065000.19",9756.07630290101,0.0904275769828039,0.0283398028928942,0.00101992461178266,0.00990805132698986
"ENSG00000065029.15",2151.52524360003,0.0869426994529744,0.0328721593979178,0.00622325546325694,0.0368859937945138
"ENSG00000065057.9",1126.72640332029,0.196203957918919,0.0665020870507803,0.000818996720564097,0.00834513235972798
"ENSG00000065325.13",26.1838532050983,-0.646428350559472,0.156628244397135,9.67314276128545e-10,1.13841510132375e-07
"ENSG00000065534.19",7802.30206819441,-0.318849587369683,0.0878061595594316,2.28198039523907e-05,0.000533048240134829
"ENSG00000065618.21",3149.22738434878,-0.765245094157015,0.149813796901836,2.10502827738845e-08,1.63108109686084e-06
"ENSG00000065911.13",4679.8180352464,0.126069932680691,0.0516311759525061,0.00767454836347658,0.0429555711590645
"ENSG00000066056.14",1665.3238944586,-0.17633988134454,0.0579204889536892,0.000736331510236884,0.00771170758500267
"ENSG00000066230.12",37.2601724442791,0.0450192430029155,0.067440490952002,0.00213886900289739,0.017140938169825
"ENSG00000066248.15",381.33470098103,0.277780108761321,0.0856246020543032,0.000163587623954809,0.00249789687291078
"ENSG00000066855.16",2399.55744690851,0.165526098444816,0.0574159150174654,0.00334775042347604,0.0236640607486521
"ENSG00000066933.16",2436.09863415293,-0.127075302801102,0.049634925060097,0.00555921213268624,0.0340482009999223
"ENSG00000067082.15",12020.3493800047,-0.225929632212059,0.0544782365448856,3.10135138507164e-06,0.000108134738143752
"ENSG00000067113.17",1477.67203502706,-0.278611745344383,0.060658922721106,6.92440559659364e-07,3.12371099821982e-05
"ENSG00000067225.18",62792.1550051165,0.16739332090418,0.0436761639029336,4.58342609730958e-05,0.000931443432492358
"ENSG00000067248.10",3510.50196097089,0.094697318688636,0.0357835420059483,0.00562530519502498,0.0343444063764901
"ENSG00000067829.19",2971.56553401151,0.10916947143313,0.0391578027899708,0.00343522231864326,0.024094125479087
"ENSG00000068120.15",4859.72497651091,0.12116069436836,0.0418365380777486,0.00398001803910191,0.0267976964036751
"ENSG00000068305.17",3217.61580165174,-0.166448682633775,0.0464374765361365,9.98976581254388e-05,0.00169233907376431
"ENSG00000068366.20",2435.2756615702,-0.232909184986243,0.0644721646700495,2.19077780220613e-05,0.000517991090409757
"ENSG00000068394.11",1575.97111536384,0.139941710373278,0.032414538432291,7.52916982122477e-06,0.000219746317451851
"ENSG00000068400.13",3080.06569119251,0.0921861875093204,0.031284624135872,0.00245477022787039,0.0189843787974499
"ENSG00000068438.15",2360.53880404357,0.091864372841544,0.0300532993622289,0.00158325320494253,0.0137155864348496
"ENSG00000068976.14",90.4620005159566,-1.02253638669183,0.0968022054154231,1.55331061702943e-17,1.19527251980414e-14
"ENSG00000069122.19",2475.87484976025,-0.264035431241741,0.0667728257400873,4.52251772534289e-06,0.00014712522297713
"ENSG00000069431.11",854.699653728278,-0.351118052937938,0.0866572367783805,3.37765475647331e-06,0.000115515792671387
"ENSG00000069702.11",3994.06771657008,-0.407168132749428,0.111776815303393,1.75267947464934e-05,0.000434521167897265
"ENSG00000069998.12",2083.38518093467,0.14905843566157,0.042629598432571,0.00022296604006638,0.00315600739173317
"ENSG00000070010.19",2179.11701430887,0.0969148905092185,0.0338412424076438,0.00286969971492214,0.021264474887573
"ENSG00000070031.4",39.0140503576467,0.336183333912526,0.11674047708445,0.000365274236199003,0.00458040842596894
"ENSG00000070182.21",127.162914744601,-0.242672127065253,0.0930261590935269,0.0016156272718464,0.0139266931614955
"ENSG00000070495.15",1488.48094673113,0.156486120561304,0.0409181858152477,5.31115875432046e-05,0.00104793247729477
"ENSG00000070778.13",1118.14815349498,-0.230339272076953,0.0621932689916443,2.01112636751735e-05,0.000484195008843799
"ENSG00000071073.13",6006.94500003278,0.222639282722103,0.0675790141445553,0.000290282670229707,0.00384614926045414
"ENSG00000071082.11",37894.2725997484,-0.111599647615696,0.0441684084320579,0.00423677504418795,0.0280586422737731
"ENSG00000071127.17",18856.639422068,0.0756400512092324,0.0263324002105145,0.00318912337185671,0.022895900861589
"ENSG00000071553.18",17519.1609963907,0.154932639779643,0.043416058596391,0.000200518089224773,0.00292936503185107
"ENSG00000071626.17",5742.00765609169,0.0811769376337321,0.0314286636461438,0.00757907020950971,0.0425521138435978
"ENSG00000071655.18",2327.00784270403,0.116821738838759,0.0429133856828108,0.00524385166842064,0.0326122910569138
"ENSG00000071859.15",4210.5562273932,0.168775076901956,0.0509696599134654,0.000324135969583213,0.00419876228128932
"ENSG00000071894.17",5873.05172226472,0.173815525253408,0.0484480173663915,0.000133270700699931,0.00212373310147632
"ENSG00000072041.17",99.3941979558614,0.395070742427292,0.257482916929088,0.000789320909291815,0.00812753263999102
"ENSG00000072163.20",1286.83013166509,-0.279731699509831,0.0725014310666119,1.16967565696586e-05,0.000310986058058683
"ENSG00000072657.9",47.6464328332967,-0.956066993531349,0.165801402093819,4.60023448558884e-10,6.0352059903722e-08
"ENSG00000072682.19",3316.18948290755,0.201188019649434,0.0488295240396979,1.82914871184955e-05,0.000449303600711774
"ENSG00000072694.21",546.105270003757,0.19397902705702,0.0715613947336604,0.00182367547031583,0.0152343528745757
"ENSG00000073008.15",1466.75779432035,0.13654275147867,0.0585997869089911,0.00880532367826879,0.0472807597507042
"ENSG00000073111.14",1987.85043784305,0.194591089427397,0.0706428950839204,0.00150209533222841,0.013147240703577
"ENSG00000073169.14",1030.44641234148,0.134482055870523,0.0518785762932602,0.004462501737135,0.0291435522294304
"ENSG00000073282.14",1120.53956084038,-0.667383820616992,0.130405532835097,1.9670884866057e-08,1.54335448437334e-06
"ENSG00000073331.18",1609.48584106763,-0.151980636021749,0.0415958106465415,9.98405302851933e-05,0.00169232143100248
"ENSG00000073350.14",5991.9776524387,0.160990609526096,0.0591497319534828,0.00579695231261794,0.035092170928456
"ENSG00000073464.13",403.337463785933,-0.219532088992586,0.100782431807037,0.00545259299293172,0.0335832978610915
"ENSG00000073712.15",3485.25792138306,-0.283348058556334,0.0664031758859935,2.29478019734829e-06,8.42446909644318e-05
"ENSG00000074201.9",6236.16931920443,0.169843740981641,0.0575517828722797,0.00293511012092182,0.0216170617299035
"ENSG00000074276.10",35.7079769381111,0.246480314302077,0.0892317809868781,0.000956044145371614,0.00944514756623592
"ENSG00000074370.18",5918.64479093452,0.202649815383669,0.0880749928050023,0.00881382813889715,0.0473137267440073
"ENSG00000074416.14",6276.14997136167,-0.293377954511892,0.0864823158853446,6.41393189935159e-05,0.00120777405777881
"ENSG00000074800.16",55443.7479341655,0.140356854836803,0.0559744770416649,0.00529986950576781,0.0328687195294162
"ENSG00000074803.20",110.292207882363,0.2680788350324,0.180844712124684,2.20412866153474e-05,0.000520023610039216
"ENSG00000074842.8",5124.59487106591,0.17631325192939,0.0466650083867835,5.30990713868993e-05,0.00104793247729477
"ENSG00000074966.11",44.6511239893429,-0.495839658988635,0.0901793168895557,3.13735026819532e-09,3.13844834078918e-07
"ENSG00000075240.17",2505.4455304073,0.099133053043464,0.0391833722099641,0.0075151449821879,0.0423179019585233
"ENSG00000075388.4",0.970051372248484,-1.19082400046184,0.418246928938084,0.000147118422051546,0.00229504738400411
"ENSG00000075618.18",5075.45524930227,0.0935931560373525,0.0740787422846043,0.00501540344678874,0.0316241330629981
